,rownum,adult,budget,genres,production_companies,release_date,revenue,runtime,DirectorHistoryGross,ActorHistoryAverage_Gross,production_history_gross,genre_10752,genre_12,genre_14,genre_16,genre_80,genre_18,genre_10769,genre_10770,genre_27,genre_28,genre_10402,genre_35,genre_36,genre_99,genre_37,genre_878,genre_9648,genre_53,genre_10749,genre_10751
802,3821,0,63600000.0,"[28, 18, 53, 80]","[1403, 6194, 10210, 22351]",2000-10-06,19412993.0,102.0,1.0,7090542290.0,3113410824.25,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
803,3823,0,55000000.0,"[35, 10749]","[27, 33, 11391, 41248]",2000-10-06,330444045.0,108.0,387512218.0,359541781201.0,3281830001.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
804,3824,0,4500000.0,"[80, 18]",[2188],2000-10-27,7390108.0,102.0,3221152.0,360903572619.0,339975998.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,3830,0,24000000.0,[35],[2822],2000-10-13,13700000.0,84.0,70100000.0,182700127549.0,30331166.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
806,3842,0,5000000.0,"[18, 35, 10402]","[288, 686, 694, 718, 10163, 10462]",2000-05-18,110000000.0,110.0,1.0,510248008300.0,261706822.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
807,3843,0,48000000.0,"[14, 35, 10749]","[306, 508, 73949]",2000-10-19,90383208.0,93.0,247792631.0,2455911791.0,4071056000.3333335,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
808,3844,0,40000000.0,"[18, 10749]","[788, 6194]",2000-10-12,55707411.0,122.0,140464664.0,183064239161.0,5706502626.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
809,3849,0,22000000.0,"[10751, 27]",[12],2000-10-27,13555988.0,95.0,13273595.0,60953169315.0,3687239397.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
810,3852,0,92000000.0,"[28, 12, 35, 80, 53]",[5],2000-11-02,264105545.0,98.0,1.0,5687507403.0,2382760058.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
811,3853,0,80000000.0,"[14, 18]","[27, 306, 316, 1171, 1755]",2000-11-02,39459427.0,126.0,186883563.0,123335346343.0,2696848907.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,3855,0,32000000.0,[18],[711],2000-09-13,48814909.0,129.0,1.0,121550198370.0,372069578.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,3856,0,80000000.0,"[53, 28, 878]","[79, 172, 6194, 22351, 53997]",2000-11-10,33463969.0,106.0,1.0,123219819420.0,2445874277.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
814,3861,0,82000000.0,[878],[11317],2000-11-17,96085477.0,123.0,333011068.0,5330592480.0,314736032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
815,3862,0,35000000.0,"[18, 10749]",[14],2000-11-15,36779296.0,106.0,5879254.0,7929880071.0,2060573833.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
816,3863,0,123000000.0,"[10751, 35, 14]","[23, 33]",2000-11-17,345141403.0,104.0,954883039.0,186402979864.0,5876914073.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
817,3866,0,85000000.0,"[35, 10751]","[2, 10472]",2000-10-07,183611771.0,100.0,1.0,3740486755.0,2629757377.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
818,3868,0,13500000.0,[18],"[43, 376, 8780, 30257, 75937]",2000-11-22,7060876.0,124.0,1.0,184168161523.0,7211676.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,3869,0,75000000.0,"[878, 53, 18]","[3683, 9195, 12236, 17032]",2000-11-13,248118121.0,106.0,672806292.0,1199739420036.0,1325074356.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
820,3872,0,35000000.0,"[28, 12, 14, 878]","[12, 1885, 8933]",2000-12-08,15185241.0,107.0,1.0,303431706229.0,1818739782.6666667,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
821,3874,0,75000000.0,"[28, 12, 53]","[441, 9269]",2000-12-08,215663859.0,124.0,617822557.0,187636907614.0,2091878976.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
822,3886,0,10000000.0,"[53, 80]","[441, 3287, 13419]",2000-09-01,83557872.0,103.0,3897569.0,1706448816228.0,1188644414.6666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
823,3889,0,25000000.0,"[35, 18, 10749]","[14, 903, 65781]",2000-12-14,152500343.0,121.0,98577857.0,185603499415.0,780197769.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
824,3890,0,13000000.0,[35],"[306, 1088]",2000-12-15,73180723.0,83.0,1.0,183901675028.0,5132422068.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
825,3891,0,100000000.0,"[12, 16, 35, 10751, 14]","[2, 10217]",2000-12-09,169327687.0,78.0,3566637.0,121805700768.0,3641723926.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
826,3892,0,6.0,"[18, 10749]","[89312, 89425]",2000-09-06,8.0,122.0,1.0,1476055403894.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
827,3893,0,70000000.0,"[35, 10749]","[4, 347, 4564, 8116]",2000-12-15,374111707.0,127.0,1.0,3415715871562.0,2802523481.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
828,3894,0,43000000.0,[18],"[414, 415, 441, 50830]",2000-12-21,80049764.0,136.0,284359079.0,126967726417.0,1053354258.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,3895,0,10000000.0,"[27, 18, 53, 9648]","[126, 11462]",2000-12-22,12008642.0,111.0,18552460.0,189847788069.0,492674144.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
830,3897,0,90000000.0,"[12, 18]","[27, 306, 4171, 11395]",2000-12-22,429632142.0,143.0,1153552729.0,128009974070.0,3381266062.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,3899,0,10000000.0,"[18, 10749]","[247, 718, 744, 980, 1270, 4343, 6705, 8256, 65681, 65682, 65683]",2000-09-23,5164404.0,140.0,1.0,61498742578.0,10082200.090909092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
832,3900,0,45000000.0,"[35, 80, 28]","[79, 97, 172, 4258]",2000-12-14,212000000.0,111.0,36850101.0,63525335732.0,527062639.75,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
833,3902,0,26000000.0,"[28, 12, 35]","[33, 2092, 5870, 9195, 10163]",2000-08-30,71868327.0,106.0,112955482.0,4844481062.0,3139114208.6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
834,3905,0,28000000.0,"[53, 27]","[2811, 7405, 65507]",2000-12-22,33000337.0,99.0,1.0,2668122267.0,337506998.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
835,3908,0,80000000.0,"[18, 53]","[12, 335]",2000-12-24,34566746.0,145.0,291501863.0,64660274984.0,2297089759.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
836,3909,0,48000000.0,"[53, 18, 80]","[987, 7380, 20634, 58333, 58334]",2000-12-27,207515725.0,147.0,337209956.0,68066831892.0,25314265.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
837,3911,0,8000000.0,"[18, 27]",[831],2000-05-15,8279017.0,92.0,1.0,286748333409.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
838,3915,0,10000000.0,"[35, 10751]","[438, 3268, 4657, 19507, 61896]",1991-06-07,25196249.0,105.0,1.0,248002089.0,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
839,3926,0,30000000.0,"[28, 80, 18]","[376, 1171, 1172, 8411]",2001-01-12,18195610.0,108.0,58000000.0,250538222251.0,274446331.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
840,3928,0,13000000.0,"[18, 10751, 10749, 10402]","[746, 53673]",2001-01-12,91038276.0,112.0,31987563.0,622015593889.0,12529820.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
842,3930,0,35000000.0,"[80, 18, 9648, 53]","[1171, 1403, 10210, 12263, 12264]",2001-01-09,29400000.0,123.0,191125.0,128956609753.0,255254195.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
843,3942,0,11000000.0,"[80, 35]",[12],2001-01-24,13276953.0,81.0,1.0,64768131059.0,3750547372.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
844,3943,0,35000000.0,[35],"[441, 763, 869, 870, 34207, 65403]",2001-01-26,94728529.0,103.0,1.0,128521297420.0,687624004.8333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
845,4015,0,14000000.0,"[35, 10749]",[13],2001-02-02,10424470.0,86.0,626057.0,313403191274.0,11146271.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
846,4022,0,87000000.0,"[80, 18, 53, 27]","[33, 1645, 8411, 10308]",2001-02-08,351692268.0,131.0,568661982.0,630198940528.0,3172953371.75,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
847,4023,0,22000000.0,"[35, 80, 10749]","[79, 172, 441]",2001-02-09,19351569.0,90.0,276006994.0,3990177493.0,1799820598.3333333,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
848,4028,0,10000000.0,"[878, 16, 35, 10751]","[3475, 4254]",2001-01-27,44460850.0,83.0,1.0,63166655273.0,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
849,4029,0,40000000.0,"[18, 10749]","[788, 6194]",2001-02-16,65754228.0,119.0,1.0,66201695589.0,5778942022.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
850,4032,0,75000000.0,"[12, 14, 16, 28, 35]","[306, 436, 89626]",2001-02-23,5409517.0,93.0,104555673.0,3339497281710.0,3664153270.6666665,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
851,4033,0,62000000.0,"[28, 12, 35, 53, 80]","[1403, 6194, 10210]",2001-02-23,18720175.0,125.0,1.0,7035304217.0,4241869294.6666665,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
852,4035,0,57000000.0,"[28, 35, 80, 10749]","[27, 506, 2253, 55852]",2001-03-01,147845033.0,123.0,122417389.0,7742075588.0,1018333147.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
853,4041,0,60000000.0,"[28, 80, 53]","[12, 376, 11391, 67171]",2001-03-01,56359980.0,120.0,1.0,2897143295351.0,1147726288.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
854,4074,0,15000000.0,"[53, 28, 80, 18]",[3470],1991-07-31,30102717.0,110.0,1.0,8285146235.0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
855,4077,0,23000000.0,"[28, 53]","[8411, 22058, 22059]",1991-08-23,7434726.0,98.0,1.0,9353848471.0,17032984.333333332,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
856,4079,0,31000000.0,"[35, 18, 10749]",[41],1990-12-14,35419397.0,110.0,1.0,2652637425.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
857,4096,0,68000000.0,[10752],"[4, 549, 551, 11358, 22182, 24136, 24137, 24138]",2001-03-13,96976270.0,131.0,131457682.0,129188116517.0,1272914028.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,4097,0,50000000.0,"[28, 80, 53]","[79, 172, 6194]",2001-03-13,79958599.0,101.0,91036760.0,381713585633.0,4285842614.6666665,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
859,4099,0,9000000.0,"[9648, 53]","[491, 506, 598, 34446]",2000-10-11,39723096.0,113.0,48482.0,3344911968.0,150170463.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
860,4105,0,35000000.0,"[28, 35, 10751, 12]","[7405, 10807, 53009]",2001-03-18,147934180.0,88.0,91525382.0,70275086152.0,369985259.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
861,4106,0,11000000.0,"[35, 10749]","[5, 497]",2001-03-30,23430766.0,95.0,1.0,2617457112.0,1337437032.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
862,4107,0,21000000.0,"[18, 53]","[5, 3201]",2001-02-11,28008462.0,109.0,1.0,71692022056.0,1323432801.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
863,4111,0,60000000.0,"[80, 9648, 53, 28]","[4, 902, 903, 904, 905, 906]",2001-04-06,105178561.0,104.0,1.0,4173294926.0,1745036347.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
864,4112,0,53000000.0,"[80, 18]",[12],2001-04-04,83282296.0,124.0,84784222.0,6873927193.0,3820184305.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,4116,0,1000000.0,"[80, 18, 9648, 53]",[6337],2001-03-30,852206.0,119.0,1.0,63737210229.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
866,4119,0,25000000.0,"[35, 10749, 18]","[14, 33, 5870, 10163, 11358]",2001-04-13,281929795.0,97.0,1.0,67499105570.0,2945932135.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
867,4120,0,17700000.0,"[9648, 12, 35, 10749, 18]","[5, 2608]",2001-04-10,30987695.0,91.0,1.0,68993742566.0,1381919949.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
868,4127,0,21150000.0,"[12, 35]","[11600, 11601, 11602]",2001-04-12,39438674.0,92.0,178434240.0,64411519408.0,8313990.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
869,4137,0,94000000.0,[28],"[1171, 1403, 10107, 54502]",2001-04-27,54744738.0,116.0,428122522.0,194586052809.0,144885002.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
870,4140,0,90000000.0,"[35, 10749]",[12],2001-04-27,10372291.0,104.0,1.0,2946699646.0,3903466601.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
871,4142,0,98000000.0,"[12, 28, 14]","[33, 11462, 20242]",2001-04-28,433013274.0,130.0,427088514.0,260135437983.0,3989004067.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
872,4158,0,12000000.0,"[35, 18]","[1382, 11043]",1993-11-05,1703282.0,104.0,1.0,53615573273.0,160835322.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
873,4162,0,40000000.0,"[10402, 18]",[10535],1991-11-22,23202444.0,138.0,1.0,70840266.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
874,4171,0,65000000.0,"[12, 18, 10749, 28]","[441, 1423, 53007, 53008]",2001-05-11,117487473.0,132.0,161626121.0,130162765426.0,1013846817.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
875,4177,0,53000000.0,"[18, 10749, 53]","[1171, 10210, 22351, 89132, 89133]",2001-05-15,29700000.0,102.0,118880016.0,2491725551.0,258356650.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
876,4178,0,60000000.0,"[12, 16, 35, 10751, 14]","[27, 520, 521]",2001-05-16,484409218.0,90.0,1.0,395600392786.0,1490816173.6666667,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
877,4180,0,52500000.0,"[18, 10402, 10749]","[240, 306]",2001-03-09,179213434.0,127.0,181244985.0,4908619348849.0,5460817850.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
878,4182,0,140000000.0,"[36, 10749, 10752]","[130, 9195]",2001-05-21,449220945.0,183.0,1030269211.0,1189447091856.0,3195948172.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
879,4193,0,27000000.0,"[28, 12, 35, 18, 37]","[5, 12, 97]",1991-06-07,179033791.0,112.0,1.0,8795862797.0,66851248.333333336,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
880,4212,0,22000000.0,"[28, 35]","[497, 2608]",2001-06-01,84772742.0,84.0,1.0,135301480417.0,59976764.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
881,4215,0,80000000.0,"[28, 35, 878]","[27, 441, 4607]",2001-06-08,98376292.0,101.0,402957688.0,5930845148.0,2755445424.6666665,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
882,4216,0,102000000.0,"[28, 80, 53]","[79, 172, 1885, 6194, 46458]",2001-06-07,147080413.0,99.0,239597530.0,1712430639522.0,2973602569.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
883,4223,0,24000000.0,"[28, 53, 80]","[25, 1644, 4248]",1991-07-12,83531958.0,120.0,1.0,4523997276.0,3860964.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
884,4226,0,23000000.0,"[80, 53]","[25, 1644, 4248]",1992-06-26,57138719.0,117.0,1.0,7866061146.0,91059876.33333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
885,4238,0,120000000.0,"[16, 10751, 12, 878]","[2, 10217]",2001-06-02,186053725.0,95.0,477489404.0,73494275599.0,3811051613.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
886,4239,0,115000000.0,"[12, 14, 28, 53]","[4, 657, 762, 840, 3324, 4650, 19105]",2001-06-11,274703340.0,100.0,373718086.0,792441529302.0,1672299512.5714285,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
887,4240,0,70000000.0,"[35, 10751, 10749, 14]","[306, 1301, 1302]",2001-06-22,176104344.0,87.0,59827328.0,673102503397.0,4141134425.3333335,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
888,4241,0,38000000.0,"[28, 80, 53]","[33, 333, 26281, 26282]",2001-06-22,207283925.0,106.0,373000767.0,597520907358.0,2970649491.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
889,4242,0,100000000.0,"[18, 878, 12]","[27, 56, 385, 6194]",2001-06-29,235926552.0,146.0,2327235823.0,76105503135.0,5189408545.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
890,4243,0,16000000.0,"[80, 18, 10749]","[5, 1947]",2001-06-27,29381649.0,130.0,205346702.0,2177780651.0,1375224923.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
891,4244,0,13000000.0,"[18, 10749]","[9195, 12548]",2001-06-29,16929123.0,99.0,1.0,333401989983.0,2662415099.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
892,4258,0,60000000.0,"[35, 10751]","[79, 172, 1757, 3169, 6194, 6363]",2001-07-04,93375151.0,87.0,1.0,6423352984.0,2377552939.3333335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
893,4259,0,25000000.0,"[28, 80, 53]","[306, 972, 973, 5358, 6896, 73954]",2001-07-06,64437847.0,98.0,1.0,134926640000.0,2109917252.8333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
894,4260,0,45000000.0,[35],"[1607, 1608, 7405, 10958]",2001-07-04,141220678.0,83.0,307412189.0,5164574577.0,506878706.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
895,4281,0,14000000.0,"[53, 35]",[41],1991-12-05,2735731.0,85.0,1.0,5789417949.0,499664746.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
896,4318,0,137000000.0,"[12, 28, 16, 14, 878, 53]","[5, 4164, 20033]",2001-07-02,85131830.0,106.0,1.0,8322841242.0,919558058.3333334,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
897,4319,0,18000000.0,[35],"[2527, 8411]",2001-07-13,141774679.0,96.0,1.0,4899514632.0,695876449.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
898,4320,0,68000000.0,"[28, 80, 53]","[4, 551, 19552]",2001-07-13,71069884.0,124.0,63710000.0,470838507094.0,3585715557.3333335,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
899,4324,0,5000000.0,"[28, 35, 53]",[2188],2001-07-13,5476060.0,94.0,1.0,2176955454.0,347366106.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
900,4509,0,93000000.0,"[12, 28, 53, 878]","[13, 56]",2001-07-18,368780809.0,92.0,324797249.0,7588736623.0,2489382410.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
901,4514,0,100000000.0,"[53, 878, 28, 12]","[306, 8601, 20004]",2001-07-25,362211740.0,119.0,646329976.0,12208480369.0,3879126275.6666665,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
903,4520,0,5000000.0,[35],[1002],2001-07-27,295206.0,97.0,1.0,1741333789546.0,458816.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
904,4570,0,42000000.0,[53],"[763, 813, 1171, 8411, 10103, 13816, 76083]",2001-08-03,35402320.0,118.0,1.0,136214464965.0,289655592.14285713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
905,4571,0,37000000.0,"[35, 10751, 10749]","[2, 26423, 65559]",2001-08-03,165335153.0,115.0,309457509.0,2412963437344.0,1932835979.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
906,4572,0,90000000.0,"[28, 35, 80, 53]",[12],2001-08-03,347325802.0,90.0,244386864.0,137048989804.0,3930790690.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
907,4589,0,30000000.0,"[35, 10749]","[33, 2200, 3169]",2001-08-10,287553595.0,108.0,1.0,1560845777870.0,4108644407.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
908,4590,0,75000000.0,"[12, 16, 28, 35, 10751]","[1156, 2785, 6194]",2001-08-07,13596911.0,95.0,544179084.0,4064452164.0,4061389876.3333335,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
909,4592,0,35000000.0,"[28, 37]",[10210],2001-08-17,13678913.0,94.0,295735726.0,4907256965.0,1126806517.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
910,4596,0,1500000.0,"[27, 9648]","[236, 987, 2065]",2001-08-10,373967.0,100.0,1.0,136295740491.0,78639422.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
911,4598,0,57000000.0,"[18, 36, 10749]","[14, 33]",2001-08-17,62112895.0,131.0,289317794.0,341377544156.0,7381554806.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
912,4599,0,48000000.0,"[12, 35]","[4, 3857, 11462]",2001-07-30,85498534.0,112.0,127600435.0,13461149448.0,3873906235.3333335,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
913,4604,0,22000000.0,[35],"[7405, 16934, 53009]",2001-08-22,33788161.0,104.0,47947853.0,77599599608.0,531664222.6666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
914,4605,0,28000000.0,"[28, 27, 878]","[3287, 23895, 51312]",2001-08-24,14010832.0,98.0,65581998.0,139197684759.0,27852624.333333332,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
915,4606,0,34000000.0,"[18, 35, 10749]","[2184, 6194]",2001-08-22,19693891.0,108.0,1.0,1672769129.0,6012668118.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
916,4614,0,10000000.0,"[27, 53]","[60, 70, 995, 21784, 21785]",2001-07-01,59217789.0,90.0,1.0,400228656834.0,294320883.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
917,4626,0,40000000.0,"[28, 12, 18]","[4077, 10828, 16850, 19944, 23770, 46195, 53010, 53011]",2001-09-07,27053815.0,104.0,422678804.0,139762410459.0,19775181.875,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
918,4627,0,57000000.0,"[10402, 18, 35]","[788, 6194, 12245, 89134, 89135]",2001-09-04,16991902.0,105.0,450536725.0,74586634153.0,2459548838.4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
920,4640,0,30000000.0,"[18, 53]",[333],2001-09-14,23619609.0,106.0,1.0,72293251099.0,353393063.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
921,4641,0,32000000.0,"[35, 10749]","[4, 3858, 3859, 3860]",2001-09-14,40222729.0,106.0,12372410.0,5050662317.0,2652666829.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
922,4644,0,40000000.0,"[28, 35, 53]",[9195],2002-04-05,8493890.0,85.0,1129245538.0,234553556928.0,5527356697.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
923,4645,0,22000000.0,"[18, 10749]","[306, 415, 441, 89627, 89628]",2001-09-21,5271666.0,104.0,1.0,68211559162.0,3209472066.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
924,4646,0,45000000.0,"[28, 80, 18, 53]","[79, 172, 6194, 19507, 24939]",2001-10-05,104876233.0,122.0,19204929.0,141743338463.0,2901051673.2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
925,4652,0,1000000.0,"[35, 18, 10749]",[2315],2001-11-23,2402459.0,107.0,9482579.0,2921915771.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
926,4684,0,50000000.0,[53],"[79, 172, 508, 824, 1171, 10104, 33433]",2001-09-28,100020092.0,113.0,61057639.0,73057819738.0,784168173.5714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
927,4685,0,31000000.0,"[18, 9648]","[79, 97, 6194]",2001-09-07,24185781.0,101.0,1.0,73086915654.0,4949050104.666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
